,Unnamed: 0,facility_name,hospital_type,facility_id,address,city,state,violations,inspection_dates,distinct_investigations,Rural Status,to_geocode,lat_lng,lat,lng
167,168,UNION HOSPITAL OF CECIL COUNTY,Short Term,210032,106 BOW STREET,ELKTON,MD,EMERGENCY ROOM LOG,2019-07-29,1,No,"106 BOW STREET, ELKTON, MD","[39.6088679, -75.8317331]",39.6088679,-75.8317331
168,169,HOLY FAMILY HOSPITAL,Short Term,220080,70 EAST STREET,METHUEN,MA,MEDICAL SCREENING EXAM,2016-04-21,1,No,"70 EAST STREET, METHUEN, MA","[42.72779389999999, -71.16741]",42.72779389999999,-71.16741
169,170,SINAI-GRACE HOSPITAL,Short Term,230024,6071 W OUTER DRIVE,DETROIT,MI,MEDICAL SCREENING EXAM,2015-01-27,1,No,"6071 W OUTER DRIVE, DETROIT, MI","[42.4346541, -83.17500059999999]",42.4346541,-83.17500059999999
170,171,MCLAREN NORTHERN MICHIGAN,Short Term,230105,416 CONNABLE AVE,PETOSKEY,MI,MEDICAL SCREENING EXAM,2021-11-18,1,Yes,"416 CONNABLE AVE, PETOSKEY, MI","[45.37327570000001, -84.9698903]",45.37327570000001,-84.9698903
171,172,ASCENSION ST JOHN HOSPITAL,Short Term,230165,22101 MOROSS RD,DETROIT,MI,STABILIZING TREATMENT,2012-12-11,1,No,"22101 MOROSS RD, DETROIT, MI","[42.4201321, -82.9141176]",42.4201321,-82.9141176
172,173,MCLAREN PORT HURON,Short Term,230216,1221 PINE GROVE AVE,PORT HURON,MI,MEDICAL SCREENING EXAM,2014-09-25,1,No,"1221 PINE GROVE AVE, PORT HURON, MI","[42.9869446, -82.4297392]",42.9869446,-82.4297392
173,174,HENRY FORD HEALTH WEST BLOOMFIELD HOSPITAL,Short Term,230302,6777 WEST MAPLE ROAD,WEST BLOOMFIELD,MI,"EMERGENCY ROOM LOG, MEDICAL SCREENING EXAM","2020-04-07, 2020-04-07",1,No,"6777 WEST MAPLE ROAD, WEST BLOOMFIELD, MI","[42.5378661, -83.4068119]",42.5378661,-83.4068119
174,175,MAYO CLINIC HEALTH SYSTEM - RED WING,Short Term,240018,701 HEWITT BOULEVARD,RED WING,MN,"MEDICAL SCREENING EXAM, APPROPRIATE TRANSFER","2013-05-09, 2013-05-09",1,Yes,"701 HEWITT BOULEVARD, RED WING, MN","[44.5600031, -92.5719671]",44.5600031,-92.5719671
175,176,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN,Short Term,240043,404 WEST FOUNTAIN STREET,ALBERT LEA,MN,"COMPLIANCE WITH 489.24, STABILIZING TREATMENT","2018-03-21, 2018-03-21",1,Yes,"404 WEST FOUNTAIN STREET, ALBERT LEA, MN","[43.6524998, -93.37306199999999]",43.6524998,-93.37306199999999
176,177,ABBOTT NORTHWESTERN HOSPITAL,Short Term,240057,800 EAST 28TH STREET,MINNEAPOLIS,MN,"COMPLIANCE WITH 489.24, MEDICAL SCREENING EXAM","2012-10-30, 2012-10-30",1,No,"800 EAST 28TH STREET, MINNEAPOLIS, MN","[44.95417459999999, -93.2615723]",44.95417459999999,-93.2615723
177,178,CENTRACARE- RICE MEMORIAL HOSPITAL,Short Term,240088,301 BECKER AVE SW,WILLMAR,MN,APPROPRIATE TRANSFER,2013-04-10,1,Yes,"301 BECKER AVE SW, WILLMAR, MN","[45.1199948, -95.0460933]",45.1199948,-95.0460933
178,179,MAYO CLINIC HEALTH SYSTEM - FAIRMONT,Short Term,240166,"800 MEDICAL CENTER DRIVE, PO BOX 800",FAIRMONT,MN,APPROPRIATE TRANSFER,2013-02-19,1,Yes,"800 MEDICAL CENTER DRIVE, PO BOX 800, FAIRMONT, MN","[43.640015, -94.45051199999999]",43.640015,-94.45051199999999
179,180,OCH REGIONAL MEDICAL CENTER,Short Term,250050,400 HOSPITAL ROAD /MAIL PO BOX 1506,STARKVILLE,MS,"MEDICAL SCREENING EXAM, STABILIZING TREATMENT","2022-02-17, 2022-02-17",1,Yes,"400 HOSPITAL ROAD /MAIL PO BOX 1506, STARKVILLE, MS","[33.4503998, -88.81838719999999]",33.4503998,-88.81838719999999
180,181,MERIT HEALTH NATCHEZ,Short Term,250084,52 SERGEANT PRENTISS DRIVE,NATCHEZ,MS,"COMPLIANCE WITH 489.24, MEDICAL SCREENING EXAM, STABILIZING TREATMENT","2017-03-22, 2017-03-22, 2017-03-22",1,Yes,"52 SERGEANT PRENTISS DRIVE, NATCHEZ, MS","[31.5202344, -91.38882919999999]",31.5202344,-91.38882919999999
181,182,ANDERSON REGIONAL MEDICAL CENTER,Short Term,250104,2124 14TH STREET,MERIDIAN,MS,"COMPLIANCE WITH 489.24, MEDICAL SCREENING EXAM, STABILIZING TREATMENT","2016-06-08, 2016-06-08, 2016-06-08",1,Yes,"2124 14TH STREET, MERIDIAN, MS","[32.3715545, -88.6996095]",32.3715545,-88.6996095
182,183,SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES,Short Term,260005,300 1ST CAPITOL DR,SAINT CHARLES,MO,RECIPIENT HOSPITAL RESPONSIBILITIES,2015-12-23,1,No,"300 1ST CAPITOL DR, SAINT CHARLES, MO","[38.7799192, -90.4832866]",38.7799192,-90.4832866
183,184,MERCY HOSPITAL LEBANON,Short Term,260059,100 HOSPITAL DRIVE,LEBANON,MO,STABILIZING TREATMENT,2020-09-17,1,Yes,"100 HOSPITAL DRIVE, LEBANON, MO","[37.6816062, -92.6342688]",37.6816062,-92.6342688
184,185,UNIVERSITY HEALTH LAKEWOOD MEDICAL CENTER,Short Term,260102,7900 LEE'S SUMMIT RD,KANSAS CITY,MO,"MEDICAL SCREENING EXAM, EMERGENCY ROOM LOG","2014-10-16, 2014-10-16",1,No,"7900 LEE'S SUMMIT RD, KANSAS CITY, MO","[38.9747066, -94.39368429999999]",38.9747066,-94.39368429999999
185,186,PARKLAND HEALTH CENTER - WEBER ROAD,Short Term,260116,1212 WEBER RD,FARMINGTON,MO,"COMPLIANCE WITH 489.24, APPROPRIATE TRANSFER, EMERGENCY ROOM LOG","2011-09-15, 2011-09-15, 2011-09-15",1,,"1212 WEBER RD, FARMINGTON, MO","[37.8016049, -90.4398827]",37.8016049,-90.4398827
186,187,MARY LANNING HEALTHCARE,Short Term,280032,715 N ST JOSEPH AVE,HASTINGS,NE,"COMPLIANCE WITH 489.24, APPROPRIATE TRANSFER","2018-07-26, 2018-07-26",1,Yes,"715 N ST JOSEPH AVE, HASTINGS, NE","[40.5906814, -98.38810099999999]",40.5906814,-98.38810099999999
187,188,NYE REGIONAL MEDICAL CENTER,Short Term,290020,825 ERIE MAIN ST (AKA SOUTH MAIN),TONOPAH,NV,MEDICAL SCREENING EXAM,2012-05-10,1,,"825 ERIE MAIN ST (AKA SOUTH MAIN), TONOPAH, NV","[38.0578469, -117.21928]",38.0578469,-117.21928
188,189,SAINT ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,Short Term,290045,3001 ST ROSE PARKWAY,HENDERSON,NV,"DELAY IN EXAMINATION OR TREATMENT, MEDICAL SCREENING EXAM","2011-08-19, 2011-08-19",1,No,"3001 ST ROSE PARKWAY, HENDERSON, NV","[36.0046332, -115.1149857]",36.0046332,-115.1149857
189,190,SPRING VALLEY HOSPITAL MEDICAL CENTER,Short Term,290046,5400 SOUTH RAINBOW BLVD,LAS VEGAS,NV,"EMERGENCY ROOM LOG, MEDICAL SCREENING EXAM","2011-05-25, 2011-05-25",1,No,"5400 SOUTH RAINBOW BLVD, LAS VEGAS, NV","[36.090141, -115.2401806]",36.090141,-115.2401806
190,191,ST JOSEPH'S UNIVERSITY MEDICAL CENTER,Short Term,310019,703 MAIN ST,PATERSON,NJ,"MEDICAL SCREENING EXAM, STABILIZING TREATMENT, MEDICAL SCREENING EXAM","2017-10-23, 2017-10-23, 2018-09-24",2,No,"703 MAIN ST, PATERSON, NJ","[40.9026896, -74.165466]",40.9026896,-74.165466
191,192,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,Short Term,310038,ONE ROBERT WOOD JOHNSON PLACE,NEW BRUNSWICK,NJ,EMERGENCY ROOM LOG,2016-06-30,1,No,"ONE ROBERT WOOD JOHNSON PLACE, NEW BRUNSWICK, NJ","[40.496005, -74.4502438]",40.496005,-74.4502438
192,193,JERSEY CITY MEDICAL CENTER,Short Term,310074,355 GRAND STREET,JERSEY CITY,NJ,MEDICAL SCREENING EXAM,2014-03-24,1,No,"355 GRAND STREET, JERSEY CITY, NJ","[40.7163016, -74.0503916]",40.7163016,-74.0503916
193,194,SAINT MICHAEL'S MEDICAL CENTER,Short Term,310096,111 CENTRAL AVENUE,NEWARK,NJ,"APPROPRIATE TRANSFER, MEDICAL SCREENING EXAM","2015-04-15, 2015-04-15",1,No,"111 CENTRAL AVENUE, NEWARK, NJ","[40.7502588, -74.1608562]",40.7502588,-74.1608562
194,195,HACKETTSTOWN MEDICAL CENTER,Short Term,310115,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,STABILIZING TREATMENT,2014-10-01,1,No,"651 WILLOW GROVE ST, HACKETTSTOWN, NJ","[40.8619382, -74.81580269999999]",40.8619382,-74.81580269999999
195,196,DHHS USPHS INDIAN HEALTH SERVICES,Short Term,320070,EXIT #102 OFF I-40 1/2 MILE SOUTH,SAN FIDEL,NM,APPROPRIATE TRANSFER,2011-08-18,1,,"EXIT #102 OFF I-40 1/2 MILE SOUTH, SAN FIDEL, NM","[35.4342336, -97.4079382]",35.4342336,-97.4079382
196,197,WYOMING COUNTY COMMUNITY HOSPITAL,Short Term,330008,400 NORTH MAIN STREET,WARSAW,NY,MEDICAL SCREENING EXAM,2017-10-31,1,Yes,"400 NORTH MAIN STREET, WARSAW, NY","[42.7551553, -78.1312325]",42.7551553,-78.1312325
197,198,MOUNT SINAI HOSPITAL,Short Term,330024,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,APPROPRIATE TRANSFER,2016-03-11,1,No,"ONE GUSTAVE L LEVY PLACE, NEW YORK, NY","[40.7888848, -73.9540435]",40.7888848,-73.9540435
198,199,HUNTINGTON HOSPITAL,Short Term,330045,270 PARK AVENUE,HUNTINGTON,NY,"EMERGENCY ROOM LOG, APPROPRIATE TRANSFER","2011-10-14, 2011-10-14",1,No,"270 PARK AVENUE, HUNTINGTON, NY","[40.8793692, -73.4159952]",40.8793692,-73.4159952
199,200,MONTEFIORE MEDICAL CENTER,Short Term,330059,111 EAST 210TH STREET,BRONX,NY,EMERGENCY ROOM LOG,2015-02-04,1,No,"111 EAST 210TH STREET, BRONX, NY","[40.8809452, -73.88072729999999]",40.8809452,-73.88072729999999
200,201,NEW YORK-PRESBYTERIAN HOSPITAL/LAWRENCE,Short Term,330061,55 PALMER AVENUE,BRONXVILLE,NY,MEDICAL SCREENING EXAM,2017-09-21,1,,"55 PALMER AVENUE, BRONXVILLE, NY","[40.9421824, -73.8368522]",40.9421824,-73.8368522
201,202,ARNOT OGDEN MEDICAL CENTER,Short Term,330090,600 ROE AVENUE,ELMIRA,NY,"RECIPIENT HOSPITAL RESPONSIBILITIES, MEDICAL SCREENING EXAM, EMERGENCY ROOM LOG, RECIPIENT HOSPITAL RESPONSIBILITIES","2012-06-06, 2013-12-20, 2013-12-20, 2014-05-15",3,No,"600 ROE AVENUE, ELMIRA, NY","[42.1000552, -76.82794779999999]",42.1000552,-76.82794779999999
202,203,ST JOSEPH'S HOSPITAL,Short Term,330108,555 ST JOSEPH'S BLVD,ELMIRA,NY,"EMERGENCY ROOM LOG, MEDICAL SCREENING EXAM","2017-11-17, 2017-11-17",1,,"555 ST JOSEPH'S BLVD, ELMIRA, NY","[42.09225259999999, -76.79685429999999]",42.09225259999999,-76.79685429999999
203,204,ELMHURST HOSPITAL CENTER,Short Term,330128,79-01 BROADWAY,ELMHURST,NY,EMERGENCY ROOM LOG,2014-04-22,1,No,"79-01 BROADWAY, ELMHURST, NY","[40.7450814, -73.8857797]",40.7450814,-73.8857797
204,205,TLC NETWORK,Short Term,330132,845 ROUTES 5 AND 20,IRVING,NY,"APPROPRIATE TRANSFER, MEDICAL SCREENING EXAM, STABILIZING TREATMENT","2013-10-04, 2013-10-04, 2013-10-04",1,,"845 ROUTES 5 AND 20, IRVING, NY","[42.5673417, -79.11263339999999]",42.5673417,-79.11263339999999
205,206,MARY IMOGENE BASSETT HOSPITAL,Short Term,330136,ONE ATWELL ROAD,COOPERSTOWN,NY,"MEDICAL SCREENING EXAM, APPROPRIATE TRANSFER","2012-12-21, 2012-12-21",1,Yes,"ONE ATWELL ROAD, COOPERSTOWN, NY","[42.6960349, -74.9233941]",42.6960349,-74.9233941
206,207,LONG ISLAND COMMUNITY HOSPITAL,Short Term,330141,101 HOSPITAL ROAD,PATCHOGUE,NY,APPROPRIATE TRANSFER,2019-02-06,1,No,"101 HOSPITAL ROAD, PATCHOGUE, NY","[40.7799905, -72.9772437]",40.7799905,-72.9772437
207,208,MOUNT SINAI BETH ISRAEL,Short Term,330169,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,APPROPRIATE TRANSFER,2017-06-22,1,No,"FIRST AVENUE AT 16TH STREET, NEW YORK, NY","[40.7326656, -73.9815974]",40.7326656,-73.9815974
208,209,GLEN COVE HOSPITAL,Short Term,330181,101 ST ANDREWS LANE,GLEN COVE,NY,MEDICAL SCREENING EXAM,2018-09-26,1,No,"101 ST ANDREWS LANE, GLEN COVE, NY","[40.8711487, -73.6225297]",40.8711487,-73.6225297
209,210,MONTEFIORE NEW ROCHELLE HOSPITAL,Short Term,330184,16 GUION PLACE,NEW ROCHELLE,NY,MEDICAL SCREENING EXAM,2014-02-21,1,No,"16 GUION PLACE, NEW ROCHELLE, NY","[40.9128806, -73.78735859999999]",40.9128806,-73.78735859999999
210,211,ST JOHN'S RIVERSIDE HOSPITAL,Short Term,330208,976 NORTH BROADWAY,YONKERS,NY,MEDICAL SCREENING EXAM,2019-08-29,1,No,"976 NORTH BROADWAY, YONKERS, NY","[40.96782, -73.88393239999999]",40.96782,-73.88393239999999
211,212,PUTNAM HOSPITAL CENTER,Short Term,330273,670 STONELEIGH AVENUE,CARMEL,NY,MEDICAL SCREENING EXAM,2019-06-21,1,No,"670 STONELEIGH AVENUE, CARMEL, NY","[41.3835442, -73.6632213]",41.3835442,-73.6632213
212,213,CORNING HOSPITAL,Short Term,330277,1 GUTHRIE DRIVE,CORNING,NY,"MEDICAL SCREENING EXAM, EMERGENCY ROOM LOG","2017-11-15, 2017-11-15",1,Yes,"1 GUTHRIE DRIVE, CORNING, NY","[42.1359333, -76.9698868]",42.1359333,-76.9698868
213,214,WHITE PLAINS HOSPITAL CENTER,Short Term,330304,41 EAST POST R0AD,WHITE PLAINS,NY,"EMERGENCY ROOM LOG, MEDICAL SCREENING EXAM","2016-08-17, 2016-08-17",1,No,"41 EAST POST R0AD, WHITE PLAINS, NY","[41.0258774, -73.7696654]",41.0258774,-73.7696654
214,215,SUNY HEALTH SCIENCE CENTER AT BROOKLYN UNIVERSITY,Short Term,330350,445 LENOX ROAD,BROOKLYN,NY,EMERGENCY ROOM LOG,2013-10-09,1,No,"445 LENOX ROAD, BROOKLYN, NY","[40.6550034, -73.9442519]",40.6550034,-73.9442519
215,216,STONY BROOK UNIVERSITY HOSPITAL,Short Term,330393,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,MEDICAL SCREENING EXAM,2014-02-19,1,No,"HEALTH SCIENCES CENTER SUNY, STONY BROOK, NY","[40.908119, -73.1204032]",40.908119,-73.1204032
216,217,ATRIUM HEALTH CABARRUS,Short Term,340001,920 CHURCH ST N,CONCORD,NC,APPROPRIATE TRANSFER,2014-07-11,1,No,"920 CHURCH ST N, CONCORD, NC","[35.4380048, -80.6009469]",35.4380048,-80.6009469
217,218,NORTHERN REGIONAL HOSPITAL,Short Term,340003,830 ROCKFORD ST,MOUNT AIRY,NC,MEDICAL SCREENING EXAM,2017-10-26,1,Yes,"830 ROCKFORD ST, MOUNT AIRY, NC","[36.4882583, -80.6122238]",36.4882583,-80.6122238
218,219,ADVENTHEALTH HENDERSONVILLE,Short Term,340023,100 HOSPITAL DRIVE,HENDERSONVILLE,NC,"MEDICAL SCREENING EXAM, STABILIZING TREATMENT, APPROPRIATE TRANSFER","2011-08-26, 2011-08-26, 2011-08-26",1,No,"100 HOSPITAL DRIVE, HENDERSONVILLE, NC","[35.3891123, -82.4879558]",35.3891123,-82.4879558
219,220,SAMPSON REGIONAL MEDICAL CENTER,Short Term,340024,607 BEAMAN ST,CLINTON,NC,"MEDICAL SCREENING EXAM, MEDICAL SCREENING EXAM, STABILIZING TREATMENT, APPROPRIATE TRANSFER","2011-03-10, 2015-11-04, 2015-11-04, 2015-11-04",2,Yes,"607 BEAMAN ST, CLINTON, NC","[35.0065159, -78.3244343]",35.0065159,-78.3244343
220,221,CAPE FEAR VALLEY MEDICAL CENTER,Short Term,340028,1638 OWEN DRIVE P O BOX 2000,FAYETTEVILLE,NC,"MEDICAL SCREENING EXAM, STABILIZING TREATMENT","2013-11-07, 2013-11-07",1,No,"1638 OWEN DRIVE P O BOX 2000, FAYETTEVILLE, NC","[35.0314494, -78.93289039999999]",35.0314494,-78.93289039999999
221,222,ONSLOW MEMORIAL HOSPITAL,Short Term,340042,317 WESTERN BOULEVARD,JACKSONVILLE,NC,"APPROPRIATE TRANSFER, MEDICAL SCREENING EXAM","2015-10-29, 2015-10-29",1,No,"317 WESTERN BOULEVARD, JACKSONVILLE, NC","[34.7630455, -77.38609029999999]",34.7630455,-77.38609029999999
222,223,NORTH CAROLINA BAPTIST HOSPITAL,Short Term,340047,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,NC,APPROPRIATE TRANSFER,2015-05-01,1,No,"MEDICAL CENTER BOULEVARD, WINSTON-SALEM, NC","[36.0896734, -80.2713468]",36.0896734,-80.2713468
223,224,SOUTHEASTERN REGIONAL MEDICAL CENTER,Short Term,340050,300 W 27 ST  PO BOX 1408,LUMBERTON,NC,"MEDICAL SCREENING EXAM, STABILIZING TREATMENT","2018-11-08, 2018-11-08",1,Yes,"300 W 27 ST  PO BOX 1408, LUMBERTON, NC","[34.6371835, -79.0113511]",34.6371835,-79.0113511
224,225,WATAUGA MEDICAL CENTER,Short Term,340051,336 DEERFIELD ROAD,BOONE,NC,MEDICAL SCREENING EXAM,2017-11-01,1,Yes,"336 DEERFIELD ROAD, BOONE, NC","[36.1983001, -81.65128120000001]",36.1983001,-81.65128120000001
225,226,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,Short Term,340053,200 HAWTHORNE LANE BOX 33549,CHARLOTTE,NC,MEDICAL SCREENING EXAM,2019-09-12,1,No,"200 HAWTHORNE LANE BOX 33549, CHARLOTTE, NC","[35.2270869, -80.8431267]",35.2270869,-80.8431267
226,227,ALAMANCE REGIONAL MEDICAL CENTER,Short Term,340070,1240 HUFFMAN MILL RD,BURLINGTON,NC,APPROPRIATE TRANSFER,2014-12-11,1,No,"1240 HUFFMAN MILL RD, BURLINGTON, NC","[36.0610634, -79.5021993]",36.0610634,-79.5021993
227,228,DUKE HEALTH RALEIGH HOSPITAL,Short Term,340073,3400 WAKE FOREST RD,RALEIGH,NC,MEDICAL SCREENING EXAM,2020-09-03,1,No,"3400 WAKE FOREST RD, RALEIGH, NC","[35.8281877, -78.61808479999999]",35.8281877,-78.61808479999999
228,229,JOHNSTON HEALTH,Short Term,340090,509 BRIGHT LEAF BLVD,SMITHFIELD,NC,"ON CALL PHYSICIANS, MEDICAL SCREENING EXAM","2022-02-04, 2022-02-04",1,Yes,"509 BRIGHT LEAF BLVD, SMITHFIELD, NC","[35.5140429, -78.3346924]",35.5140429,-78.3346924
229,230,THE MOSES H CONE MEMORIAL HOSPITAL,Short Term,340091,1200 N ELM ST,GREENSBORO,NC,COMPLIANCE WITH 489.24,2017-09-01,1,No,"1200 N ELM ST, GREENSBORO, NC","[36.0910599, -79.78725179999999]",36.0910599,-79.78725179999999
230,231,FRYE REGIONAL MEDICAL CENTER,Short Term,340116,420 N CENTER ST,HICKORY,NC,"MEDICAL SCREENING EXAM, APPROPRIATE TRANSFER","2018-09-06, 2018-09-06",1,No,"420 N CENTER ST, HICKORY, NC","[35.7375114, -81.3370193]",35.7375114,-81.3370193
231,232,RANDOLPH HOSPITAL,Short Term,340123,364 WHITE OAK STREET,ASHEBORO,NC,MEDICAL SCREENING EXAM,2021-09-08,1,Yes,"364 WHITE OAK STREET, ASHEBORO, NC","[35.711402, -79.8144409]",35.711402,-79.8144409
232,233,WILSON MEDICAL CENTER,Short Term,340126,1705 S TARBORO ST,WILSON,NC,APPROPRIATE TRANSFER,2014-11-14,1,Yes,"1705 S TARBORO ST, WILSON, NC","[35.7186013, -77.9437741]",35.7186013,-77.9437741
233,234,CAROLINA EAST MEDICAL CENTER,Short Term,340131,2000 NEUSE BLVD,NEW BERN,NC,"APPROPRIATE TRANSFER, MEDICAL SCREENING EXAM","2014-11-05, 2017-03-15",2,No,"2000 NEUSE BLVD, NEW BERN, NC","[35.1136894, -77.06634009999999]",35.1136894,-77.06634009999999
234,235,MARTIN GENERAL HOSPITAL,Short Term,340133,310 S MCCASKEY RD P O BOX 1128,WILLIAMSTON,NC,"COMPLIANCE WITH 489.24, EMERGENCY ROOM LOG, MEDICAL SCREENING EXAM","2018-09-06, 2018-09-06, 2018-09-06",1,Yes,"310 S MCCASKEY RD P O BOX 1128, WILLIAMSTON, NC","[35.8397047, -77.072096]",35.8397047,-77.072096
235,236,CATAWBA VALLEY MEDICAL CENTER,Short Term,340143,810 FAIRGROVE CHURCH RD,HICKORY,NC,"MEDICAL SCREENING EXAM, EMERGENCY ROOM LOG, MEDICAL SCREENING EXAM","2014-03-13, 2020-04-29, 2020-04-29",2,No,"810 FAIRGROVE CHURCH RD, HICKORY, NC","[35.713844, -81.2675416]",35.713844,-81.2675416
236,237,ATRIUM HEALTH LINCOLN,Short Term,340145,433 MCALISTER RD,LINCOLNTON,NC,"HOSPITAL MUST MAINTAIN RECORDS, MEDICAL SCREENING EXAM","2011-02-18, 2011-02-18",1,Yes,"433 MCALISTER RD, LINCOLNTON, NC","[35.4897762, -81.2029807]",35.4897762,-81.2029807
237,238,NASH GENERAL HOSPITAL,Short Term,340147,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NC,"MEDICAL SCREENING EXAM, STABILIZING TREATMENT","2017-08-16, 2017-08-16",1,No,"2460 CURTIS ELLIS DRIVE, ROCKY MOUNT, NC","[35.9760842, -77.85227189999999]",35.9760842,-77.85227189999999
238,239,HALIFAX REGIONAL MEDICAL CENTER INC,Short Term,340151,250 SMITH CHURCH RD,ROANOKE RAPIDS,NC,"MEDICAL SCREENING EXAM, APPROPRIATE TRANSFER, STABILIZING TREATMENT","2019-08-07, 2019-08-07, 2021-06-16",2,Yes,"250 SMITH CHURCH RD, ROANOKE RAPIDS, NC","[36.432252, -77.6462722]",36.432252,-77.6462722
239,240,DUKE REGIONAL HOSPITAL,Short Term,340155,3643 N ROXBORO STREET,DURHAM,NC,APPROPRIATE TRANSFER,2014-10-29,1,No,"3643 N ROXBORO STREET, DURHAM, NC","[36.0361504, -78.9009894]",36.0361504,-78.9009894
240,241,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,Short Term,340183,10030 GILEAD ROAD,HUNTERSVILLE,NC,MEDICAL SCREENING EXAM,2016-06-02,1,No,"10030 GILEAD ROAD, HUNTERSVILLE, NC","[35.4064495, -80.86017869999999]",35.4064495,-80.86017869999999
241,242,ALTRU HOSPITAL,Short Term,350019,1200 S COLUMBIA RD,GRAND FORKS,ND,STABILIZING TREATMENT,2012-05-03,1,No,"1200 S COLUMBIA RD, GRAND FORKS, ND","[47.9106165, -97.06860859999999]",47.9106165,-97.06860859999999
242,243,RIVERSIDE METHODIST HOSPITAL,Short Term,360006,3535 OLENTANGY RIVER RD,COLUMBUS,OH,MEDICAL SCREENING EXAM,2020-02-06,1,No,"3535 OLENTANGY RIVER RD, COLUMBUS, OH","[40.0303622, -83.03630539999999]",40.0303622,-83.03630539999999
243,244,MOUNT CARMEL EAST,Short Term,360035,6001 EAST BROAD STREET,COLUMBUS,OH,"COMPLIANCE WITH 489.24, STABILIZING TREATMENT","2011-02-09, 2011-02-09",1,No,"6001 EAST BROAD STREET, COLUMBUS, OH","[39.9757638, -82.8450438]",39.9757638,-82.8450438
244,245,MERCY HEALTH - ST CHARLES HOSPITAL,Short Term,360081,2600 NAVARRE AVENUE,OREGON,OH,APPROPRIATE TRANSFER,2021-11-22,1,,"2600 NAVARRE AVENUE, OREGON, OH","[41.6351684, -83.4851913]",41.6351684,-83.4851913
245,246,LAKE HEALTH,Short Term,360098,7590 AUBURN ROAD,CONCORD,OH,STABILIZING TREATMENT,2013-03-06,1,No,"7590 AUBURN ROAD, CONCORD, OH","[41.6633563, -81.24732279999999]",41.6633563,-81.24732279999999
246,247,UH CLEVELAND MEDICAL CENTER,Short Term,360137,11100 EUCLID AVENUE,CLEVELAND,OH,MEDICAL SCREENING EXAM,2020-07-21,1,No,"11100 EUCLID AVENUE, CLEVELAND, OH","[41.5061253, -81.6053845]",41.5061253,-81.6053845
247,248,"STEWARD NORTHSIDE MEDICAL CENTER, INC",Short Term,360141,500 GYPSY LANE,YOUNGSTOWN,OH,MEDICAL SCREENING EXAM,2015-08-05,1,,"500 GYPSY LANE, YOUNGSTOWN, OH","[41.1352193, -80.6581825]",41.1352193,-80.6581825
248,249,"SAINT FRANCIS HOSPITAL, INC",Short Term,370091,6161 SOUTH YALE,TULSA,OK,"MEDICAL SCREENING EXAM, STABILIZING TREATMENT","2018-09-10, 2018-09-10",1,No,"6161 SOUTH YALE, TULSA, OK","[36.074271, -95.9219846]",36.074271,-95.9219846
249,250,"OKLAHOMA HEART HOSPITAL, LLC",Short Term,370215,4050 WEST MEMORIAL ROAD,OKLAHOMA CITY,OK,MEDICAL SCREENING EXAM,2012-07-03,1,No,"4050 WEST MEMORIAL ROAD, OKLAHOMA CITY, OK","[35.6073405, -97.5965341]",35.6073405,-97.5965341
250,251,LEGACY GOOD SAMARITAN MEDICAL CENTER,Short Term,380017,"1015 NW 22ND AVENUE, W121",PORTLAND,OR,"MEDICAL SCREENING EXAM, STABILIZING TREATMENT, APPROPRIATE TRANSFER","2019-10-11, 2019-10-11, 2019-10-11",1,No,"1015 NW 22ND AVENUE, W121, PORTLAND, OR","[45.5300915, -122.6975883]",45.5300915,-122.6975883
251,252,MCKENZIE-WILLAMETTE MEDICAL CENTER,Short Term,380020,1460 G STREET,SPRINGFIELD,OR,APPROPRIATE TRANSFER,2011-11-21,1,No,"1460 G STREET, SPRINGFIELD, OR","[44.0533431, -123.0030075]",44.0533431,-123.0030075
252,253,TUALITY COMMUNITY HOSPITAL,Short Term,380021,335 SE 8TH AVENUE,HILLSBORO,OR,"STABILIZING TREATMENT, APPROPRIATE TRANSFER","2016-06-21, 2016-06-21",1,No,"335 SE 8TH AVENUE, HILLSBORO, OR","[45.5195909, -122.9782249]",45.5195909,-122.9782249
253,254,PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,Short Term,380038,1500 DIVISION STREET,OREGON CITY,OR,MEDICAL SCREENING EXAM,2019-04-19,1,No,"1500 DIVISION STREET, OREGON CITY, OR","[45.3561465, -122.587139]",45.3561465,-122.587139
254,255,ADVENTIST HEALTH PORTLAND,Short Term,380060,10123 SE MARKET STREET,PORTLAND,OR,APPROPRIATE TRANSFER,2015-05-13,1,No,"10123 SE MARKET STREET, PORTLAND, OR","[45.5128537, -122.5585121]",45.5128537,-122.5585121
